Level,Unit,No. ,Word,POS,Chinese Meaning
2,1,1,delicious,adj.,好吃的
2,1,2,excellent,adj.,非常好的
2,1,3,sleepy,adj.,想睡的
2,1,4,traditional,adj.,傳統的
2,1,5,upper,adj.,較高的
2,1,6,boss,v.,指揮;作威作福
2,1,7,claim,v.,聲稱
2,1,8,depend,v.,依賴
2,1,9,excite,v.,使興奮;使激動
2,1,10,express,v.,表示; 表達
2,1,11,flag,v.,打旗號表示; 標示; 衰退
2,1,12,guard,v.,保衛;看守
2,1,13,introduce,v.,介紹
2,1,14,judge,v.,判斷;審判
2,1,15,needle,v.,(用話)刺激
2,1,16,picnic,v.,去野餐
2,1,17,tear,v.,撕
2,1,18,wave,v.,揮動
2,1,19,wire,v.,用金屬絲縛;拍電報; 用導線接通電源
2,1,20,increasingly,adv.,漸增地
2,1,21,besides,prep.,除...之外
2,1,22,aircraft,n.,航空器;飛機
2,1,23,artist,n.,藝術家
2,1,24,beep,n.,嗶嗶的聲音
2,1,25,development,n.,生長;發展
2,1,26,failure,n.,失敗
2,1,27,favor,n.,偏愛;偏袒 (美式拼寫)
2,1,28,forward,n.,前鋒
2,1,29,improvement,n.,改進
2,1,30,income,n.,收入
2,1,31,official,n.,官員
2,1,32,owl,n.,貓頭鷹
2,1,33,period,n.,一段時間;一堂課; 句號
2,1,34,pumpkin,n.,南瓜
2,1,35,result,n.,結果
2,1,36,semester,n.,學期
2,1,37,snail,n.,蝸牛
2,1,38,trumpet,n.,小喇叭
2,1,39,umbrella,n.,雨傘
2,1,40,village,n.,村落
2,1,41,waist,n.,腰
2,2,1,dumb,adj.,愚笨的;啞的
2,2,2,homesick,adj.,想家的
2,2,3,contain,v.,包含;容納
2,2,4,divide,v.,分開;除以
2,2,5,earn,v.,賺到
2,2,6,flash,v.,使閃光;使閃爍
2,2,7,prefer,v.,更喜歡
2,2,8,stamp,v.,頓足;蓋印
2,2,9,struggle,v.,掙扎;對抗
2,2,10,thunder,v.,打雷;大聲斥責;威嚇
2,2,11,firm,adv.,穩固地;牢固地
2,2,12,through,adv.,穿過
2,2,13,apartment,n.,公寓
2,2,14,daily,n.,日報
2,2,15,following,n.,一批追隨者;下列事物(或人員)
2,2,16,holder,n.,持有者;支托物
2,2,17,jazz,n.,爵士樂
2,2,18,papaya,n.,木瓜
2,2,19,phone,n.,電話
2,2,20,reporter,n.,記者
2,2,21,straw,n.,稻草;吸管
2,2,22,video,n.,錄影機;錄影帶
2,3,1,generous,adj.,慷慨的
2,3,2,lovely,adj.,動人的
2,3,3,ugly,adj.,醜的
2,3,4,used,adj.,習慣於; 舊的;用舊了的
2,3,5,bottle,v.,把...裝入瓶中;約束
2,3,6,puzzle,v.,使迷惑
2,3,7,sort,v.,把...分類
2,3,8,backward,adv.,向後地;落後地
2,3,9,without,adv.,在沒有(或缺少)的情況下
2,3,10,burger,n.,漢堡牛肉餅
2,3,11,candle,n.,蠟燭
2,3,12,carpet,n.,地毯
2,3,13,cassette,n.,卡式磁帶
2,3,14,castle,n.,城堡
2,3,15,decision,n.,決定
2,3,16,dolphin,n.,海豚
2,3,17,hum,n.,嗡嗡聲
2,3,18,male,n.,男性; 雄性動物
2,3,19,museum,n.,博物館
2,3,20,object,n.,物件
2,3,21,sandwich,n.,三明治
2,3,22,swing,n.,鞦韆;搖擺音樂
2,3,23,visitor,n.,訪客
2,4,1,blank,adj.,空白的;空的
2,4,2,calm,adj.,寧靜的
2,4,3,cruel,adj.,殘酷的
2,4,4,fit,adj.,適合的;恰當的;相稱的;健康的
2,4,5,following,adj.,接著的
2,4,6,healthy,adj.,健康的
2,4,7,juicy,adj.,多汁的
2,4,8,lone,adj.,孤單的;無伴的
2,4,9,social,adj.,社會的;交際的
2,4,10,thirsty,adj.,口渴的
2,4,11,wooden,adj.,木製的;僵硬的;笨拙的
2,4,12,branch,v.,出枝;分支;分岔
2,4,13,drop,v.,(使)滴落; 掉落; 丟下
2,4,14,enjoy,v.,喜歡;享受
2,4,15,lend,v.,出借
2,4,16,maintain,v.,維持;保養
2,4,17,mix,v.,混合
2,4,18,stream,v.,流;蜂擁而進
2,4,19,travel,v.,旅行
2,4,20,cheap,adv.,便宜地;卑鄙地
2,4,21,upon,prep.,在...之上
2,4,22,belief,n.,相信;信仰
2,4,23,classic,n.,古典著作; 經典
2,4,24,clothes,n.,衣服
2,4,25,contact,n.,接觸;聯絡
2,4,26,crisis,n.,危機;緊急關頭
2,4,27,fix,n.,困境;窘境;解決方法; 定位
2,4,28,football,n.,(美式)足球
2,4,29,mass,n.,團;塊
2,4,30,medicine,n.,藥
2,4,31,mirror,n.,鏡子
2,4,32,pardon,n.,原諒;寬恕;赦免
2,4,33,positive,n.,正面;正數;正片;(電池的)陽極; 優勢
2,4,34,regular,n.,正規兵;老客戶;長工;普通尺寸
2,4,35,speed,n.,速度
2,4,36,spinach,n.,菠菜
2,5,1,former,adj.,前者的;以前的
2,5,2,instant,adj.,即時的
2,5,3,recent,adj.,最近的
2,5,4,royal,adj.,皇家的
2,5,5,snowy,adj.,似雪的;多雪的
2,5,6,southern,adj.,南方的;向南方的
2,5,7,cure,v.,治癒
2,5,8,hire,v.,雇用
2,5,9,include,v.,包含
2,5,10,lock,v.,鎖住
2,5,11,separate,v.,分隔
2,5,12,backwards,adv.,向後;倒向原處
2,5,13,besides,adv.,並且; 況且
2,5,14,ability,n.,能力;專門技能
2,5,15,bookcase,n.,書架
2,5,16,crab,n.,螃蟹
2,5,17,emotion,n.,情緒
2,5,18,flour,n.,麵粉
2,5,19,hammer,n.,鎚
2,5,20,lantern,n.,燈籠
2,5,21,length,n.,距離、長度
2,5,22,loser,n.,輸家
2,5,23,method,n.,方法
2,5,24,necklace,n.,項鍊
2,5,25,onion,n.,洋蔥
2,5,26,peace,n.,和平
2,5,27,population,n.,人口
2,5,28,squirrel,n.,松鼠
2,5,29,target,n.,目標
2,5,30,topic,n.,論題;話題
2,5,31,treat,n.,款待
2,5,32,turkey,n.,火雞
2,5,33,weekday,n.,工作日
2,6,1,lonely,adj.,寂寞的
2,6,2,minus,adj.,負的
2,6,3,negative,adj.,否定的;負面的
2,6,4,popular,adj.,流行的;受歡迎的
2,6,5,thick,adj.,粗的;厚的
2,6,6,protect,v.,保護
2,6,7,fair,adv.,公平地
2,6,8,arrow,n.,箭;箭號
2,6,9,dragonfly,n.,蜻蜓
2,6,10,duty,n.,義務;關稅
2,6,11,energy,n.,精力;能量
2,6,12,instrument,n.,儀器
2,6,13,jog,n.,輕推;輕撞;慢跑;緩行;暗示
2,6,14,pigeon,n.,鴿子
2,6,15,respect,n.,尊敬
2,6,16,roach,n.,蟑螂; 亦為 cockroach
2,6,17,shelf,n.,架子
2,6,18,somebody,n.,某人;有名氣的人
2,6,19,soy,n.,醬油;大豆
2,6,20,thunder,n.,雷
2,7,1,active,adj.,活躍的
2,7,2,alive,adj.,活著的;活躍的
2,7,3,female,adj.,女性的
2,7,4,plus,adj.,正的;外加的;有益的;陽性的;正電的
2,7,5,silent,adj.,寂靜的
2,7,6,clothe,v.,給...穿衣;為...提供衣服
2,7,7,couple,v.,連接;結合;成婚
2,7,8,crowd,v.,擠滿;聚集
2,7,9,model,v.,塑像;當模特兒; 做成模型; 仿照
2,7,10,speed,v.,加速;促進; 超速行駛
2,7,11,swing,v.,搖擺;揮動; 突然轉向
2,7,12,airline,n.,航空公司
2,7,13,design,n.,圖案;設計
2,7,14,drugstore,n.,(常兼售雜貨的)藥房
2,7,15,flag,n.,旗子
2,7,16,flood,n.,洪水
2,7,17,instant,n.,瞬間
2,7,18,jam,n.,果醬;擁塞
2,7,19,lover,n.,情人;情侶; 愛好者
2,7,20,meeting,n.,集會
2,7,21,member,n.,會員
2,7,22,message,n.,消息;音信
2,7,23,mix,n.,混和; 混合料
2,7,24,moth,n.,蛾;蠹
2,7,25,motion,n.,移動
2,7,26,patient,n.,病人
2,7,27,pipe,n.,管子; 菸斗
2,7,28,pizza,n.,披薩
2,7,29,pose,n.,姿勢;裝腔作勢
2,7,30,share,n.,股份;市場佔有率;分攤;貢獻
2,7,31,tour,n.,旅行
2,7,32,vacation,n.,假期
2,7,33,watermelon,n.,西瓜
2,8,1,comfortable,adj.,舒適的
2,8,2,firm,adj.,牢固的
2,8,3,humble,adj.,謙恭的;微賤的
2,8,4,nearby,adj.,附近的
2,8,5,barbecue,v.,在烤架上烤; 燒烤 (=BBQ)
2,8,6,bill,v.,記入帳
2,8,7,repeat,v.,重複
2,8,8,survive,v.,在...之後仍然活著
2,8,9,overseas,adv.,在海外
2,8,10,assistant,n.,助手
2,8,11,exercise,n.,運動;習題
2,8,12,freezer,n.,冰箱的冷凍部;冷凍箱
2,8,13,gain,n.,獲得;增加;獲利;收益
2,8,14,guava,n.,番石榴
2,8,15,means,n.,手段
2,8,16,mosquito,n.,蚊子
2,8,17,peanut,n.,花生;花生果;花生米
2,8,18,silence,n.,寂靜
2,8,19,string,n.,線;細繩;帶子
2,8,20,trap,n.,陷阱;圈套
2,9,1,rare,adj.,罕見的
2,9,2,argue,v.,爭論
2,9,3,change,v. ,改變;更改
2,9,4,link,v.,聯繫; 連結
2,9,5,plate,v.,鍍;電鍍
2,9,6,realize,v.,認知;實現 (美式拼寫)
2,9,7,suit,v.,適合;相稱;彼此協調
2,9,8,treasure,v.,珍愛
2,9,9,wake,v.,叫醒
2,9,10,wet,v.,把...淋濕;弄濕;尿濕
2,9,11,throughout,prep. adv. ,貫穿; 自始至終; 遍及
2,9,12,excitement,n.,刺激;興奮
2,9,13,fence,n.,柵欄;籬笆
2,9,14,hospital,n.,醫院
2,9,15,humor,n.,幽默 (美式拼寫)
2,9,16,ink,n.,墨水
2,9,17,judgement,n.,審判; 裁判;評價
2,9,18,listener,n.,傾聽者
2,9,19,menu,n.,菜單
2,9,20,pan,n.,平鍋
2,9,21,promise,n.,承諾;前途
2,9,22,restroom,n.,廁所
2,9,23,ruler,n.,尺;統治者
2,9,24,shoot,n.,幼芽
2,9,25,steam,n.,蒸氣
2,9,26,strike,n.,攻擊;罷工
2,9,27,thief,n.,小偷
2,9,28,trust,n.,信任;信託
2,9,29,truth,n.,事實;真相
2,9,30,victory,n.,勝利
2,9,31,wool,n.,羊毛;毛織品
2,10,1,classic,adj.,典型的;古典的
2,10,2,frank,adj.,坦白的
2,10,3,particular,adj.,特殊的; 特指的; 挑剔的
2,10,4,proud,adj.,感光榮的;驕傲的
2,10,5,slender,adj.,纖細的
2,10,6,wise,adj.,有智慧的
2,10,7,circle,v.,畫圓圈;圈出;盤旋;流傳
2,10,8,influence,v.,影響
2,10,9,locate,v.,把...設置在;使...座落於
2,10,10,pile,v.,堆起
2,10,11,refuse,v.,拒絕
2,10,12,solve,v.,解決
2,10,13,altogether,adv.,完全地;總共
2,10,14,beyond,adv.,在更遠處
2,10,15,downtown,adv.,往城市商業區
2,10,16,following,prep.,在...以後
2,10,17,boss,n.,老闆
2,10,18,bow,n.,弓; 鞠躬; 蝴蝶結
2,10,19,conversation,n.,會話
2,10,20,crop,n.,作物
2,10,21,hen,n.,母雞
2,10,22,penguin,n.,企鵝
2,10,23,pitch,n.,投;投球;音高
2,10,24,policy,n.,政策;策略
2,10,25,praise,n.,讚揚
2,10,26,principal,n.,(中小學)校長
2,10,27,quantity,n.,量
2,10,28,snack,n.,點心
2,10,29,stress,n.,壓力
2,10,30,waitress,n.,女服務生
2,11,1,central,adj.,中央的
2,11,2,foggy,adj.,有霧的
2,11,3,humid,adj.,潮濕的
2,11,4,bow,v.,鞠躬; (使)彎曲
2,11,5,pattern,v.,仿造; 構成圖案
2,11,6,pitch,v.,搭(帳篷);紮(營);為...定調; 用力扔
2,11,7,steel,v.,鋼化;給...包上鋼; 使堅強
2,11,8,extra,adv.,額外地;另外;特別地
2,11,9,simply,adv.,簡單地
2,11,10,aid,n.,幫助;助手;助聽器
2,11,11,downtown,n. adj.,城市商業區 (的)
2,11,12,flight,n.,飛行
2,11,13,future,n.,未來
2,11,14,giant,n. adj.,巨人; 巨大的
2,11,15,hip,n.,臀部
2,11,16,influence,n.,影響
2,11,17,lettuce,n.,類似萵苣的生菜
2,11,18,log,n.,原木;木料;工作記錄簿
2,11,19,magazine,n.,雜誌
2,11,20,nod,n.,點頭
2,11,21,pattern,n.,圖案;模式
2,11,22,tank,n.,槽;坦克
2,12,1,childlike,adj.,天真爛漫的
2,12,2,expensive,adj.,貴的
2,12,3,joint,adj.,接頭;連接
2,12,4,powerful,adj.,強有力的
2,12,5,teenage,adj.,十幾歲的
2,12,6,western,adj.,西方的
2,12,7,burn,v.,燒;燙傷
2,12,8,drag,v.,拉
2,12,9,function,v.,起作用
2,12,10,hide,v.,躲;隱藏
2,12,11,measure,v.,計量
2,12,12,pound,v.,敲打;(心等)劇跳;腳步沈重地走
2,12,13,prize,v.,重視
2,12,14,pronounce,v.,發...音
2,12,15,reject,v.,拒絕
2,12,16,value,v.,估價; 重視
2,12,17,aloud,adv.,大聲地
2,12,18,bakery,n.,麵包店
2,12,19,business,n.,商業;事
2,12,20,data,n.,資料
2,12,21,dot,n.,點;小圓點
2,12,22,drum,n.,鼓
2,12,23,eraser,n.,橡皮擦
2,12,24,fault,n.,過錯
2,12,25,habit,n.,習慣
2,12,26,jeans,n.,牛仔褲
2,12,27,joint,n.,接頭;關節
2,12,28,opinion,n.,意見
2,12,29,passenger,n.,乘客
2,12,30,wing,n.,翅膀
2,13,1,deaf,adj.,聾的
2,13,2,future,adj.,未來的
2,13,3,latest,adj.,最新的;最近的;最遲的
2,13,4,fence,v.,用柵(或籬)圍起來;防護;保衛
2,13,5,lose,v.,輸;失去
2,13,6,punish,v.,處罰
2,13,7,anytime,adv.,在任何時候
2,13,8,double,adv.,雙倍地;加倍地;雙重地
2,13,9,none,adv.,毫不
2,13,10,absence,n.,缺席
2,13,11,burst,n.,爆炸;破裂;缺口
2,13,12,cartoon,n.,卡通
2,13,13,clown,n.,小丑
2,13,14,coal,n.,煤
2,13,15,dictionary,n.,字典
2,13,16,discussion,n.,討論
2,13,17,fee,n.,費用
2,13,18,fever,n.,發燒
2,13,19,fit,n.,適合;合身
2,13,20,focus,n.,焦點
2,13,21,glue,n.,膠;膠水
2,13,22,judge,n.,法官
2,13,23,noodle,n.,麵
2,13,24,notebook,n.,筆記本
2,13,25,overpass,n.,天橋
2,13,26,phrase,n.,片語
2,13,27,platform,n.,月台;平台
2,13,28,search,n.,搜查;調查
2,13,29,slip,n.,滑跤; 疏漏; 紙條
2,13,30,spider,n.,蜘蛛
2,13,31,strawberry,n.,草莓
2,13,32,wild,n.,荒野
2,14,1,complete,adj.,完整的;徹底的
2,14,2,dull,adj.,晦暗的;無光澤的; 沉悶的
2,14,3,favorite,adj.,最喜愛的 (美式拼寫)
2,14,4,greedy,adj.,貪心的
2,14,5,responsible,adj.,負責任的
2,14,6,sudden,adj.,突然的
2,14,7,wet,adj.,潮溼的
2,14,8,bake,v.,烘;烤
2,14,9,drum,v.,打鼓;咚咚地敲
2,14,10,figure,v.,估計;描繪; 認定; 計算; ...是重要部分
2,14,11,fix,v.,修理
2,14,12,hammer,v.,敲打
2,14,13,ignore,v.,不理睬
2,14,14,net,v.,用網捕;使淨賺
2,14,15,offer,v.,提供
2,14,16,pain,v.,使煩惱/疼痛
2,14,17,project,v.,計劃;企劃;突出; 投射; 預測
2,14,18,shock,v.,使震動
2,14,19,thumb,v.,用拇指翻動;迅速翻閱;豎起拇指要求搭車
2,14,20,treat,v.,對待;治療; 款待
2,14,21,however,adv.,無論如何
2,14,22,without,prep.,沒有
2,14,23,captain,n.,隊長;機長;艦長
2,14,24,cash,n.,現款
2,14,25,conflict,n.,抵觸; 衝突
2,14,26,director,n.,董事;局長;主任;導演
2,14,27,entrance,n.,入口
2,14,28,gentleman,n.,紳士
2,14,29,lemon,n.,檸檬
2,14,30,meter,n.,公尺;計量器 (美式拼寫)
2,14,31,palm,n.,手掌
2,14,32,plus,n.,正號; 優勢
2,14,33,pump,n.,唧筒;打氣機;抽水機
2,14,34,solution,n.,解答;溶劑
2,14,35,spirit,n.,精神; 情緒; 心境
2,14,36,sweep,n.,掃除
2,14,37,travel,n.,旅行
2,14,38,turtle,n.,烏龜
2,14,39,underground,n. adj.,地面下層;地下組織
2,15,1,dizzy,adj.,暈眩的
2,15,2,alarm,v.,向...報警;使驚慌不安
2,15,3,bind,v.,捆;綁
2,15,4,control,v.,控制
2,15,5,film,v.,把...拍成電影;生薄膜
2,15,6,frighten,v.,害怕;吃驚
2,15,7,gather,v.,集合
2,15,8,greet,v.,問候;致敬
2,15,9,paste,v.,黏貼
2,15,10,regard,v.,把...看作;尊重
2,15,11,stage,v.,上演;籌劃;發動
2,15,12,string,v.,(用線)紮、 掛
2,15,13,support,v.,支持
2,15,14,bend,n.,彎;曲;俯; 拐彎
2,15,15,button,n.,鈕扣
2,15,16,catsup,n.,果醬;番茄醬(同ketchup)
2,15,17,century,n.,一世紀
2,15,18,chocolate,n.,巧克力
2,15,19,court,n.,法庭;(網球等的)場地
2,15,20,environment,n.,環境
2,15,21,item,n.,項目;品目
2,15,22,jacket,n.,夾克;外套
2,15,23,kingdom,n.,王國
2,15,24,measurement,n.,測量法;測定;尺寸
2,15,25,prize,n.,獎品
2,15,26,silk,n.,蠶絲;綢布
2,16,1,dishonest,adj.,不誠實的
2,16,2,legal,adj.,合法的
2,16,3,northern,adj.,北方的;向北方的
2,16,4,square,adj.,正方形的; 公平的; 一致的
2,16,5,cheat,v.,欺騙;作弊
2,16,6,favor,v.,支持; 較喜歡; 有利於 (美式拼寫)
2,16,7,interview,v.,面談;採訪
2,16,8,pick,v.,採收;撿起;選
2,16,9,promise,v.,答應
2,16,10,task,v.,派給...任務;要...做一項工作
2,16,11,wild,adv.,狂暴地;無控制地;胡亂地
2,16,12,bet,n.,打賭
2,16,13,cancer,n.,癌症
2,16,14,ceiling,n.,天花板
2,16,15,handkerchief,n.,手帕
2,16,16,mate,n.,同伴
2,16,17,producer,n.,生產者
2,16,18,slide,n.,滑梯;土崩
2,16,19,teenager,n.,十幾歲孩子
2,16,20,uniform,n.,制服
2,16,21,wound,n.,傷口
2,17,1,extra,adj.,額外的
2,17,2,hateful,adj.,可恨的;充滿憎恨的
2,17,3,necessary,adj.,需要的
2,17,4,plain,adj.,簡樸的;清楚的
2,17,5,playful,adj.,愛玩耍的;開玩笑的
2,17,6,successful,adj.,成功的
2,17,7,aim,v.,瞄準
2,17,8,consider,v.,考慮
2,17,9,produce,v.,製造;出產
2,17,10,stretch,v.,舒展肢體
2,17,11,plus,prep.,加(上)
2,17,12,choice,n.,選擇
2,17,13,cough,n.,咳嗽
2,17,14,dawn,n.,黎明
2,17,15,drag,n.,拖曳; 令人厭煩的人/事;累贅;阻力
2,17,16,fox,n.,狐狸
2,17,17,military,n.,軍隊
2,17,18,nail,n.,釘子;指甲
2,17,19,nest,n.,巢
2,17,20,nobody,n. prep.,無名小子; 沒有人
2,17,21,painting,n.,油畫
2,17,22,possibility,n.,可能性
2,17,23,potato,n.,馬鈴薯
2,17,24,present,n.,禮物
2,17,25,tip,n.,尖端;小費
2,17,26,towel,n.,毛巾
2,18,1,official,adj.,官方的
2,18,2,attack,v.,進攻;襲擊
2,18,3,attend,v.,出席
2,18,4,confirm,v.,確認
2,18,5,dawn,v.,破曉
2,18,6,pride,v.,使得意
2,18,7,settle,v.,安放;安頓;解決(問題等)
2,18,8,single,v.,選出
2,18,9,steal,v.,偷竊
2,18,10,stress,v.,強調
2,18,11,tip,v.,給小費;使傾斜
2,18,12,tower,v.,高聳;翱翔; 勝過; 高於
2,18,13,type,v.,打字
2,18,14,widen,v.,加寬;擴大
2,18,15,whenever,adv.,無論什麼時候
2,18,16,bench,n.,長凳;長椅
2,18,17,bowling,n.,保齡球戲
2,18,18,cockroach,n.,蟑螂
2,18,19,depth,n.,深度
2,18,20,firewoman,n.,女消防隊員
2,18,21,growth,n.,成長;發育;增大
2,18,22,highway,n.,公路;幹道
2,18,23,hotel,n.,旅館
2,18,24,importance,n.,重要性
2,18,25,ketchup,n.,番茄醬
2,18,26,lawyer,n.,律師
2,18,27,motorcycle,n.,機車
2,18,28,pack,n.,一小包
2,18,29,pleasure,n.,愉快
2,18,30,pride,n.,自豪
2,18,31,sailor,n.,水手
2,18,32,soybean,n.,大豆
2,18,33,spot,n.,斑點;場所
2,18,34,stream,n.,溪流; 氣流/液流/車流
2,18,35,traffic,n.,交通
2,18,36,winner,n.,贏家
2,19,1,main,adj.,最主要的
2,19,2,expect,v.,期待
2,19,3,focus,v.,集中
2,19,4,handle,v.,處理;搬弄
2,19,5,perfect,v.,使完美;做完
2,19,6,pin,v.,釘住;壓住;按住;把...歸罪於
2,19,7,propose,v.,提議; 求婚
2,19,8,screen,v.,篩選;放映電影; 庇護
2,19,9,shoot,v.,注射;射擊;拍攝
2,19,10,somewhere,adv.,在某處
2,19,11,cave,n.,洞穴
2,19,12,change,n.,零錢; 變化
2,19,13,cloth,n.,布;(棉合成纖維等)織物;衣料
2,19,14,completion,n.,完成
2,19,15,dial,n.,刻度盤;調節器;撥號盤
2,19,16,difference,n.,差別
2,19,17,express,n.,快車;快遞;快運
2,19,18,flat,n.,平坦部分; 公寓
2,19,19,heroine,n.,女英雄
2,19,20,hippopotamus,n.,河馬 (=hippo)
2,19,21,host,n.,主人
2,19,22,pin,n.,大頭針;胸針
2,19,23,progress,n.,進步
2,19,24,restaurant,n.,餐廳
2,19,25,source,n.,源頭
2,19,26,treasure,n.,財寶
2,19,27,type,n.,類型
2,20,1,curious,adj.,好奇的
2,20,2,exact,adj.,確切的
2,20,3,rude,adj.,無禮的
2,20,4,terrible,adj.,可怕的
2,20,5,cash,v.,兌現
2,20,6,explain,v.,解釋
2,20,7,increase,v.,增加
2,20,8,mask,v.,在(臉上)戴面具;掩飾
2,20,9,pot,v.,把...放在罐(或鍋)裡;亂射
2,20,10,snack,v.,吃快餐;吃點心
2,20,11,wing,v.,在...裝翼;飛行; 迅速送往
2,20,12,wound,v.,傷害; 使受傷
2,20,13,affair,n.,事件;風流韻事;喜慶活動
2,20,14,babysitter,n.,保姆
2,20,15,boil,n.,沸騰;煮沸;翻滾
2,20,16,calendar,n.,日曆;月曆;行事曆
2,20,17,character,n.,特性;角色;(中文)字
2,20,18,customer,n.,顧客
2,20,19,drawer,n.,抽屜
2,20,20,enemy,n.,敵人
2,20,21,flash,n.,閃光
2,20,22,geography,n.,地理
2,20,23,pillow,n.,枕頭
2,20,24,postcard,n.,明信片
